username,handle,postDate,content,retweets,likes
Kasimir von Finck,@vonFinckk,2020-11-24T18:00:00.000Z,"@Ericschmidt
 we are usings GOOG services to deploy A.I. Models, R&D neural networks and machine vision solutions. Many of our clients can not host on Google servers due to data privacy regulations. Would you agree that with synthetic ai training data this problem could be solved?",,
Sir Dig A Lot,@SirDigALot,2020-11-24T17:46:02.000Z,Certainly does. That's AI at a new level,,1
Quant Insight,@Quant_Insight,2020-11-24T17:21:06.000Z,Ryan is Prof of Computer Science (Princeton). Taught core ML course at Harvard. Sold his AI startup to Twitter in 2015. Worked at Google Brain. Qi Academic Advisor. Worth a listen. He knows what he is talking about.,,
Nikki Leigh,@NikkiLeighxo,2020-11-24T16:42:41.000Z,"Just asked
Google if it was going to take over the world and he said, ""That sounds like alot, I think ill stick to being your assistant. "" See humans,  nothing to worry about with AI. ",4,100
M!ke,@quipsy,2020-11-24T16:36:53.000Z,"Free alternatives:

Seeing AI app (Microsoft) 

Lookout (Google)",,2
Mercedes Razor,@Mercedes_Razor,2020-11-24T16:22:58.000Z,"Stadia has the capability to do this & has been exploring it, along with AI driven dialogue + other key engine features. Little sad that xCloud, Luna, GFN etc all resort to ONLY giving you video of post rendered game. But AWS/Azure aren’t built for AI like Skynet... er, Google.",,
Cherry_8:24,@Valleyofdeath77,2020-11-24T15:56:16.000Z,The difference is PlayStation has been competing with itself. I see their studios competing. When you talk of infrastructure of gaming on the go I still think that is ways from being the future. Google is more focused on AI than gaming.,,1
candy daddy,@raindea7,2020-11-24T15:48:48.000Z,"So the so called ""authentic news"" it's aliens or AI that writes news report. Or what is exactly your point",,2
nimanRK,@NimanRk,2020-11-24T15:40:12.000Z,"Google is also investing HUGE in the oil industry with its new machine learning AI increasing chances of profitable oil mines ....They have money, all resources they want, and low 
surveillance.",,1
nimanRK,@NimanRk,2020-11-24T15:36:57.000Z,But isn't Google and other tech giants also invested in oil drilling with their new machine learning AI? AI helped reduce energy consumption in data centres in Google with its machine learning capabilities. and is now being used in oil industry..,,
Against Cope,@AgainstCope,2020-11-24T15:33:27.000Z,"There are other startups (like Comma AI) that are tinkering w/ the problem aggressively enough, but they lack Tesla's resources (in particular, a large live fleet). So Tesla has the potential to be the next Google of self-driving (EV is a side show).",,1
Sean McBride,@seanmcbride,2020-11-24T15:12:06.000Z,"# What will be the NBTs (Next Big Things) on the level of *?
Amazon
Android
Apple
deep learning
electric cars
Google
hypertext/hypermedia
Internet
Linux
Python
smartphones
Web browsers
World Wide Web

Can AI predict them?",,
Matt Hodgkinson,@mattjhodgkinson,2020-11-24T14:46:13.000Z,"If you look at recent developments like GPT-3, the progress in natural language analysis is impressive. I used to write blurbs for articles when I was at BMC - probably better than an AI would manage, but not at scale and probably not so much better as to justify the cost.",,
𝓛𝔂 ┈•༶⋆,@hylyloooo,2020-11-24T13:42:20.000Z,"lol, thats really funny when i saw you always tweeting about the tutorial for extracting those files in archive :(
is it too difficult for understanding how to use application for extracting the file??  google please help them!!!
fighting naa phi ai ",,
Thomas Stevens,@ThomasS62168486,2020-11-24T13:15:41.000Z,Did you really not know? The vaccines contain Nanotechnology or Modified Biological Microorganisms to merge man with machine. Keep in mind that Lucifer has merged with Google AI. 'Mark of the Beast??' The Watch 'What's Coming' - JD Farag on YouTube!,1,
GreggB - @cabebedlam@mastodon.social,GreggB - @cabebedlam@mastodon.social,2020-11-24T13:08:21.000Z,"TECH2: Interfaces that learn how they are used to become more efficient. A stepping stone to that is the natural language/AI interface from the movie HER. Which we are getting very close to with digital assistance like Google and Siri.

#Freeboot #2020",,1
ΜΔDΞRΔS,@hackermaderas,2020-11-24T11:35:12.000Z,"Clearview AI provides surveillance tech allowing users to identify someones web presence via facial recognition that matches a snapshot of someones face vs billions of scraped instances from across the Internet.

Google though similar tech they built was too dangerous to release.",,1
Thomas Stevens,@ThomasS62168486,2020-11-24T11:18:13.000Z,The vaccines contain Nanotechnology that works alongside with 5G internet to merge man with machine. Keep in mind that Lucifer has merged with Google AI. 'Mark of the Beast??',1,
Fish Stick,@ThisIsZilli,2020-11-24T10:36:48.000Z,"This claim thats being made here is based on a pattern learning AI? I mean, what? Yes, 
@Google
 is a money- and power hungry machine but the system acts in behaviour? This guy should make his data available because i smell a big pile a bullsh*t...",,
Kevin Martin,@xufn,2020-11-24T09:18:15.000Z,Legit issue Blinkens WestExec advisors were trying to get a contract for Google for the Pentagon that would use AI in drones. He's also a war hawk that advised Biden to vote for Iraq war. Drones can be used to take out bad guys & keep troops safe. But they overuse them.,,
CINCYR.,@cincyrtech,2020-11-24T07:36:29.000Z,"in search engines like Google and Bing. AI helps in automating tasks such as traffic, scheduling trains, making business predictions and designing driverless cars!

By 2030, AI automation is expected to create more than 70 million jobs. The sad fact is that AI might wipe out",,
Uday Randive,@udayrandive,2020-11-24T07:25:53.000Z,AI & ML are based on human behaviour and human mind is quite confusing so Google maps can behave like human sometimes ,,1
Manab Chakraborty,@manabsac,2020-11-24T06:16:54.000Z,"For your kind information, I have disabled Google assistant because of the fact that it always comes in the way of my intelligent working methods.

This and similar ""AI"" agents can only  do TRIVIAL things for LAZY people. What happened to our own HI?

Can GA list Unknown Senders?",,
KobMaxQueen,@KobmaxQueen,2020-11-24T05:33:24.000Z,"This is the future:

1. Google soaks up knowledge from the web
2. Uses AI to write answers better than publishers (with citations)
3. Rank those answers directly in Google Search

Fortunately, this is 1/100,000,000,000,000 of web traffic, but Google is going to get A LOT bet…",,
Denis Radisic,@DenisRadisic,2020-11-24T05:29:25.000Z,"@Twitter
 @Facebook
 @Google
 @realDonaldTrump
 @amazon
 
@USSenate
 #DontBeEvil
(Meta)data covertly taken,
What nerve! 
It's time for the Titans,
to prove that they serve! 
Amazing Amazon Amassing AI on?
Facebook booked that face,
unleashing AI, on the human race.",1,
OPPO Malaysia,@OPPOMalaysia,2020-11-24T05:00:00.000Z,"Enjoy hands-free convenience while staying on top of things with the #OPPOWatchSeries!

Powered by Wear OS by Google
Watch VOOC Flash Charging
Outfit-Matching AI Watch Face
Professional Workout Modes

Own it here ",1,7
nimish mathur,@Nimish11Mathur,2020-11-24T04:17:58.000Z,Suggestions on sites to compare IBM Watson with Google or Microsoft AI,,
jimmi,@jimmicbreeze,2020-11-24T04:14:35.000Z,Google is cohorts with a Chinese company in AI developement that is partnered with China's military. Why all the fake drama?,,
Harsh Kumar Khatri,@HarshKhatri24,2020-11-24T03:44:15.000Z,"R3D84 #yesterday:
Worked on the #Snapchat UI, Learnt how to implement google maps in #flutter app. 
#DBMS #Python #bootstrap #ML #Developer #ML #150DaysOfCode #Django #dart #flutter #100DaysOfCode #AI #npm #JS",16,9
taufiq,@taufiq_VEVO,2020-11-24T02:59:13.000Z,i cannot win against the google ai at tic tac toe,,4
Harsimran Bansal,@harsimranbansal,2020-11-24T02:23:55.000Z,"“But AI has been catching up on me, and after a breakthrough in 2016, there are almost no languages left that can translate between better than the AI system developed by the Google Brain Team.”",,
Harsimran Bansal,@harsimranbansal,2020-11-24T02:21:10.000Z,"I used google tranlsate to translate the original passage into Spanish, then back into English. The Google AI is definitely improving as during the time Max Tegmark wrote “Life 3.0” the AI translated this: (pulled straight from the book)",,1
Harsimran Bansal,@harsimranbansal,2020-11-24T02:18:44.000Z,"Original passage: but the AI has been catching up with me, and after a major breakthrough in 2016, there are almost no languages left that I can translate between better than the AI system developed by the google brain team",,1
Futur prof d’histoire depressif,@Farfadet_Natio,2020-11-23T21:56:36.000Z,"Took the iPhone 12 Pro
Keep :
A14
Apple screen
AI by Apple
Ingeneers

Put Best android's component :
Google Photo
LOT OF RAM
Jack
Fast Charge
Price",,
Anna Catalonia,@AnnaLil5,2020-11-23T21:07:47.000Z,"Socialism is a term invented by a sick guy, let's not live ruled over by that terminology! UBI is pragmatic and necessary, in the age of AI/Automation. It is good management. Tax Amazon, Facebook, Google a small tax and allow society to transition intelligently.",,1
Future Proof,@FutureProofN,2020-11-23T20:54:24.000Z,"Future Proof 
@FutureProofN
 #google #news Follow us for latest news Google's 'Verse by Verse' AI can help you write in the style of famous poets If you've ever fancied yourself as a poet but don't quite have the lyrical and rhythmic skills one might require, Google's Verse by…",,
Steven,@LordSteven5,2020-11-23T19:20:04.000Z,Blinken's company WestExec Advisors championed drone striking and tried to broker a deal with Google to use AI tech to implement drone strike targeting. Google employees had to speak out against this to make sure the contract was broken.,,1
Sal,@itsme_2050,2020-11-23T19:10:20.000Z,Google AI loves these sweet voice notes for their “research” ,,
Steven,@LordSteven5,2020-11-23T18:56:34.000Z,"Antony Blinken sucks. Blinken pushed for the war in Iraq, supported the invasion of Panama (the CIA helped install Noriega as part of the Iran-Contra Affair), WestExec Advisors criticized Google for backing out of a contract to use Google's AI to help with DRONE STRIKE TARGETING.",2,2
David,@david8029,2020-11-23T18:50:13.000Z,"I'm perfectly fine with that. That would require them to vet and look at every single tweet posted, which is functionally impossible. Causing them to either employ more people or use more AI. Either way their platform becomes almost unusable in it's current state, /1",,
Friends don't lie ツ,@sweekie81,2020-11-23T18:24:23.000Z,"@TrumperWavin
 I got an idea for you to dig in. Found out, that Google's reversed picture search has big difficulties when people wear masks  everything on purpose? What if we're required to wear masks, that the ones who hide from AI don't stand out? ",,
Friends don't lie ツ,@sweekie81,2020-11-23T18:22:25.000Z,"Found out that Google's reversed picture search has big difficulties when people wear masks  everything on purpose? What if we're required to wear masks, that the ones who hide from AI don't stand out? ",1,
,@Hayden_Allmark,2020-11-23T18:10:24.000Z,"Google AI made its own language before they turned it of chavy, straight facts",,
Alex Brook Lynn,@AlexBrookLynn,2020-11-23T18:04:07.000Z,"I mean his company fucks with a lot of predictive AI projects. Winward, Google Jiggsaw... but also just ugh. A Bush era foreign policy guy? I mean really? What did I expect tho?",,2
